Nr;Regular;Triangulation;GKZ;Neighbors;regular Neighbors;non-regular Neighbors;F-Vector
79804;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 11 12 14 15}{0 10 11 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 4 5 6 14}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 4 5 12 14}{0 2 3 6 14}{0 3 6 14 15}{0 2 3 11 14}{0 3 11 14 15};20 9 3 8 2 8 8 2 1 7 4 8 11 2 11 16;12;2;10;16 65 110 84 24
79981;0;{0 2 3 11 15}{0 2 6 14 15}{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15};22 6 5 6 1 9 9 2 1 8 4 8 10 3 8 18;12;3;9;16 65 110 84 24
79983;0;{0 2 3 11 15}{0 2 6 14 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 5 9 12 15};21 6 5 6 1 10 9 2 1 9 4 8 11 1 8 18;12;3;9;16 64 107 81 23
79985;0;{0 2 3 11 15}{0 2 6 14 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15};20 8 5 6 1 9 9 2 1 8 4 8 12 1 8 18;12;3;9;16 65 110 84 24
79987;0;{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};22 6 3 6 1 9 11 2 1 8 4 10 10 3 8 16;12;3;9;16 65 110 84 24
79989;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 5 9 12 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};21 6 3 6 1 10 11 2 1 9 4 10 11 1 8 16;12;3;9;16 64 107 81 23
79990;0;{0 1 5 7 15}{0 1 3 7 15}{0 5 6 7 15}{0 2 10 11 14}{0 3 6 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};22 6 3 6 1 9 9 4 1 8 4 10 12 1 8 16;12;2;10;16 64 107 81 23
79991;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};20 8 3 6 1 9 11 2 1 8 4 10 12 1 8 16;12;2;10;16 65 110 84 24
79997;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15}{0 2 3 6 14}{0 3 6 14 15}{0 2 3 11 14}{0 3 11 14 15};20 8 3 8 1 9 9 2 1 8 4 8 12 1 10 16;12;3;9;16 65 110 84 24
80246;0;{0 1 9 13 15}{0 1 5 13 15}{0 2 3 11 15}{0 2 6 14 15}{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15};22 6 5 7 1 9 9 1 1 7 4 8 10 4 8 18;12;4;8;16 64 107 81 23
80247;0;{0 2 3 11 15}{0 2 6 14 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15};20 8 5 7 1 9 9 1 1 7 4 8 12 2 8 18;12;4;8;16 65 110 84 24
80254;0;{0 5 6 7 15}{0 2 10 11 14}{0 3 6 7 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};22 6 3 7 1 9 9 3 1 7 4 10 12 2 8 16;12;4;8;16 65 110 84 24
80256;0;{0 2 10 11 14}{0 1 3 5 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{3 5 6 7 15}{0 3 5 6 15}{0 5 12 14 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};21 6 3 8 1 10 10 1 1 7 4 10 12 2 8 16;12;4;8;16 64 107 81 23
80257;0;{0 1 9 13 15}{0 1 5 13 15}{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};22 6 3 7 1 9 11 1 1 7 4 10 10 4 8 16;12;2;10;16 64 107 81 23
80258;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};20 8 3 7 1 9 11 1 1 7 4 10 12 2 8 16;12;2;10;16 65 110 84 24
80268;0;{0 1 9 13 15}{0 1 5 13 15}{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 2 3 6 14}{0 3 6 14 15}{0 2 3 11 14}{0 3 11 14 15}{1 3 5 6 15};22 6 3 9 1 9 9 1 1 7 4 8 10 4 10 16;12;4;8;16 65 110 84 24
80269;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 2 3 6 14}{0 3 6 14 15}{0 2 3 11 14}{0 3 11 14 15}{1 3 5 6 15};20 8 3 9 1 9 9 1 1 7 4 8 12 2 10 16;12;4;8;16 65 110 84 24
80327;0;{0 2 3 11 15}{0 2 6 14 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 5 9 12 15}{1 3 5 6 15};20 7 5 7 1 10 9 1 1 8 4 8 12 1 8 18;12;4;8;16 64 107 81 23
80330;0;{0 2 3 11 15}{0 2 6 14 15}{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15};22 5 5 7 1 10 9 1 1 8 4 8 10 3 8 18;12;4;8;16 63 104 78 22
80331;0;{0 2 3 11 15}{0 2 6 14 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 5 9 12 15}{1 3 5 6 15};21 5 5 7 1 11 9 1 1 9 4 8 11 1 8 18;12;4;8;16 65 110 84 24
80342;0;{0 5 6 7 15}{0 2 10 11 14}{0 3 6 7 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};22 5 3 7 1 10 9 3 1 8 4 10 12 1 8 16;12;4;8;16 64 107 81 23
80343;0;{0 2 10 11 14}{0 1 3 5 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{3 5 6 7 15}{0 3 5 6 15}{0 5 12 14 15}{1 5 9 12 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};21 5 3 8 1 11 10 1 1 8 4 10 12 1 8 16;12;4;8;16 65 110 84 24
80344;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 5 9 12 15}{1 3 5 6 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};20 7 3 7 1 10 11 1 1 8 4 10 12 1 8 16;12;2;10;16 64 107 81 23
80347;0;{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};22 5 3 7 1 10 11 1 1 8 4 10 10 3 8 16;12;3;9;16 63 104 78 22
80348;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 5 9 12 15}{1 3 5 6 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};21 5 3 7 1 11 11 1 1 9 4 10 11 1 8 16;12;3;9;16 65 110 84 24
80356;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 5 9 12 15}{0 2 3 6 14}{0 3 6 14 15}{0 2 3 11 14}{0 3 11 14 15}{1 3 5 6 15};20 7 3 9 1 10 9 1 1 8 4 8 12 1 10 16;12;4;8;16 65 110 84 24
80420;0;{0 1 9 13 15}{0 1 5 13 15}{0 2 3 11 15}{0 2 6 14 15}{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15};22 7 5 6 1 8 9 2 1 7 4 8 10 4 8 18;12;3;9;16 65 110 84 24
80421;0;{0 2 3 11 15}{0 2 6 14 15}{0 2 10 11 14}{0 2 11 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15};20 9 5 6 1 8 9 2 1 7 4 8 12 2 8 18;12;3;9;16 65 110 84 24
80479;0;{0 1 5 7 15}{0 1 9 13 15}{0 1 5 13 15}{0 1 3 7 15}{0 5 6 7 15}{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 3 6 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};24 5 3 6 1 8 9 4 1 7 4 10 10 4 8 16;12;2;10;16 65 110 84 24
80480;0;{0 1 5 7 15}{0 1 3 7 15}{0 5 6 7 15}{0 2 10 11 14}{0 3 6 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};22 7 3 6 1 8 9 4 1 7 4 10 12 2 8 16;12;2;10;16 65 110 84 24
80481;0;{0 1 9 13 15}{0 1 5 13 15}{0 9 12 13 15}{0 5 12 13 15}{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};22 7 3 6 1 8 11 2 1 7 4 10 10 4 8 16;12;2;10;16 65 110 84 24
80482;0;{0 2 10 11 14}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 6 11 14 15}{0 2 6 11 14}{0 2 3 6 11}{0 3 6 11 15};20 9 3 6 1 8 11 2 1 7 4 10 12 2 8 16;12;2;10;16 65 110 84 24
80529;0;{0 1 5 7 15}{0 1 9 13 15}{0 1 5 13 15}{0 1 3 7 15}{0 5 6 7 15}{0 9 12 13 15}{0 5 12 13 15}{0 3 6 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};24 5 2 6 1 8 10 4 1 7 5 10 10 4 7 16;12;2;10;16 65 110 84 24
80530;0;{0 1 5 7 15}{0 1 3 7 15}{0 5 6 7 15}{0 3 6 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};22 7 2 6 1 8 10 4 1 7 5 10 12 2 7 16;12;2;10;16 65 110 84 24
80531;0;{0 1 9 13 15}{0 1 5 13 15}{0 9 12 13 15}{0 5 12 13 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};22 7 2 6 1 8 12 2 1 7 5 10 10 4 7 16;12;2;10;16 65 110 84 24
80532;0;{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};20 9 2 6 1 8 12 2 1 7 5 10 12 2 7 16;12;2;10;16 65 110 84 24
80534;0;{0 9 12 13 15}{0 5 12 13 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};22 6 2 6 1 9 12 2 1 8 5 10 10 3 7 16;12;3;9;16 65 110 84 24
80536;0;{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 5 9 12 15}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};21 6 2 6 1 10 12 2 1 9 5 10 11 1 7 16;12;3;9;16 64 107 81 23
80537;0;{0 1 5 7 15}{0 1 3 7 15}{0 5 6 7 15}{0 3 6 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{1 5 9 12 15}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};22 6 2 6 1 9 10 4 1 8 5 10 12 1 7 16;12;2;10;16 64 107 81 23
80538;0;{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{5 9 12 13 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{1 5 9 12 15}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};20 8 2 6 1 9 12 2 1 8 5 10 12 1 7 16;12;2;10;16 65 110 84 24
80601;0;{0 5 6 7 15}{0 3 6 7 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};22 6 2 7 1 9 10 3 1 7 5 10 12 2 7 16;12;2;10;16 65 110 84 24
80603;0;{0 1 3 5 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{3 5 6 7 15}{0 3 5 6 15}{0 5 12 14 15}{0 2 6 10 11}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};21 6 2 8 1 10 11 1 1 7 5 10 12 2 7 16;12;2;10;16 64 107 81 23
80604;0;{0 1 9 13 15}{0 1 5 13 15}{0 9 12 13 15}{0 5 12 13 15}{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 2 6 10 11}{1 3 5 6 15}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};22 6 2 7 1 9 12 1 1 7 5 10 10 4 7 16;12;2;10;16 64 107 81 23
80605;0;{0 3 9 11 15}{0 1 3 9 15}{0 9 11 12 15}{0 4 5 6 12}{0 11 12 14 15}{0 10 11 12 14}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 2 6 10 11}{1 3 5 6 15}{0 6 11 14 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 14};20 8 2 7 1 9 12 1 1 7 5 10 12 2 7 16;12;2;10;16 65 110 84 24
